name,launchDate,audienceCum8,screen8,audienceCum14,screen14,nation,grade,groupGenre,favor,holiday,like,dislike,distCom,director,actor,actorPower8,actorPower14,directorPower8,directorPower14,distPower8,distPower14,launchDay,series,8hol,14hol
원라인,2017-03-29,351725,613,425019,613,korea,15,Action/Criminal,3502,0,3962,460,(주)넥스트엔터테인먼트월드(NEW),양경모,"임시완,진구,박병은,이동휘,김선영,박종환,왕지원,박유환,안세하,조우진,박형수,박건도",4872996.5,6629533.5,351725,425019,856399.86207,1282562.7931,Wed,0,2,4
라이프,2017-04-05,387291,647,446206,647,northA,15,SF/Fantasy/Adventure,599,0,1716,1117,소니픽쳐스엔터테인먼트코리아주식회History장배급지점,다니엘 에스피노사,"제이크 질렌할,레베카 퍼거슨,라이언 레놀즈,사나다 히로유키,앨리욘 버케어,올가 디호비치나야",3758339.25,4811456.25,387291,446206,1679564.6667,2330482.3333,Wed,0,2,4
시간위의 집,2017-04-05,119274,454,127306,454,korea,15,Horor/Mistery,1591,0,1987,396,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",임대웅,"김윤진,옥택연,조재윤,이한위,박준면,백도빈,유인영",2299016.2,3811970.9,119274,127306,359938.11111,429072.11111,Wed,0,2,4
어느날,2017-04-05,198408,532,226751,532,korea,15,Melo/Romance,2698,0,3837,1139,"오퍼스픽쳐스,CGV아트하우스",이윤기,"김남길,천우희",1798082.75,2685737,190395,212686.5,1034646.1667,1441199.5167,Wed,0,2,4
분노의 질주: 더 익스트림,2017-04-12,1794978,1469,2724736,1469,northA,15,Action/Criminal,8302,0,9867,1565,유니버설픽쳐스인터내셔널 코리아(유),F. 게리 그레이,"빈 디젤,드웨인 존슨,샤를리즈 테론,제이슨 스타뎀,스콧 이스트우드,커트 러셀,미셸 로드리게즈,엘자 패터키,에바 멘데스,헬렌 미렌,조다나 브루스터,루카스 블랙,타이레스 깁슨,루다크리스",6704371.7,9720744.2333,1794978,2724736,708672.65854,965092.63415,Wed,1,2,4
아빠는 딸,2017-04-12,357625,520,579369,586,korea,12,Comedy,4698,0,5211,513,메가박스(주)플러스엠,김형협,"윤제문,정소민,이일화,신구,이미도,강기영,박혁권,허가윤,도희",2587124.5,3999229.25,357625,579369,693225.23077,986813.84615,Wed,0,2,4
임금님의 사건수첩,2017-04-26,1111569,1054,1560173,1054,korea,12,Comedy,2865,0,3320,455,씨제이이앤엠(주),문현성,"이선균,안재홍,김희원,주진모,장영남,경수진,정해인,조영진",4457919.4833,6615110.7333,1111569,1560173,965818.5,1527981.32,Wed,0,2,7
특별시민,2017-04-26,1028488,1154,1349953,1154,korea,15,Drama,3868,0,4647,779,(주)쇼박스,박인제,"최민식,곽도원,심은경,문소리,라미란,류혜영,이기홍,진선규,권용덕,이주연",7787803.65,11572411.95,1028488,1349953,1813712.1579,2780266.9474,Wed,0,2,7
극장판 또봇: 로봇군단의 습격,2017-04-27,97298,231,134756,231,korea,All,Animation,1159,0,1281,122,씨제이이앤엠(주),"이달,고동우","하룡이,신경선,이현",291894,404268,194596,269512,965818.5,1527981.32,Thu,0,2,7
스머프: 비밀의 숲,2017-04-28,349854,607,406987,607,northA,All,Animation,1475,0,1621,146,소니픽쳐스엔터테인먼트코리아주식회History장배급지점,캘리 애스버리,"데미 로바토,레인 윌슨,조 맨가니엘로,잭 맥브레이어,맨디 파틴킨",1749270,2034935,349854,406987,1679564.6667,2330482.3333,Fri,0,4,7
가디언즈 오브 갤럭시 VOL. 2,2017-05-03,2055994,1218,2495390,1218,northA,12,Action/Criminal,6660,0,7337,677,월트디즈니컴퍼니코리아 유한책임회사,제임스 건,"크리스 프랫,조 샐다나,데이브 바티스타,빈 디젤,브래들리 쿠퍼",6748104.95,8614574.4,2055994,2495390,1423002.25,1895495,Wed,1,5,7
보스 베이비,2017-05-03,1545854,1116,1984618,1116,northA,All,Animation,3969,0,4232,263,씨제이이앤엠(주),톰 맥그라스,"알렉 볼드윈,리사 쿠드로,스티브 부세미,토비 맥과이어,지미 키멜",8554462.5,11155628.5,1545854,1984618,965818.5,1527981.32,Wed,0,5,7
보안관,2017-05-03,1716623,1091,2323185,1091,korea,15,Action/Criminal,2291,0,2752,461,롯데쇼핑㈜롯데엔터테인먼트,김형주,"이성민,조진웅,김성균,김종수,조우진,임현성,배정남",7984533.7333,10812046.717,1716623,2323185,761607.21053,990233.84211,Wed,0,5,7
목소리의 형태,2017-05-09,221363,466,261038,466,others,All,Animation,8460,0,8858,398,(주)디스테이션,야마다 나오코,"이리노 미유,하야미 사오리,유키 아오이,오노 켄쇼,카네코 유키,이시카와 유이,토요나가 토시유키",1565029,2852744,221363,261038,221363,261038,Tue,0,3,5
석조저택 살인사건,2017-05-09,328584,539,347567,539,korea,15,Thiller/War,1644,0,1987,343,씨네그루(주)키다리이엔티,"정식,김휘","고수,김주혁,문성근,박성웅,임화영",3271446.7833,4666974.85,549022.5,581234.5,243601.66667,283406.66667,Tue,0,3,5
에이리언: 커버넌트,2017-05-09,1063197,841,1259506,841,northA,15,SF/Fantasy/Adventure,7039,0,7635,596,이십세기폭스코리아(주),리들리 스콧,"마이클 패스벤더,캐서린 워터스턴,제임스 프랭코,누미 라파스,가이 피어스,빌리 크루덥,카르멘 에조고,대니 맥브라이드,주시 스몰렛",5682425.6667,7289531.5,1399545.3333,1993002.6667,904472.46429,1334770.9286,Tue,1,3,5
겟 아웃,2017-05-17,1261443,945,1799491,945,northA,15,Horor/Mistery,4309,0,5068,759,유니버설픽쳐스인터내셔널 코리아(유),조던 필레,"다니엘 칼루야,앨리슨 윌리암스,브래들리 휘트포드,캐서린 키너",5045772,7197964,1261443,1799491,708672.65854,965092.63415,Wed,0,2,4
불한당: 나쁜 놈들의 세상,2017-05-17,712525,860,884878,860,korea,19,Action/Criminal,2219,0,3041,822,씨제이이앤엠(주),변성현,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호",4234919.45,6273514.8667,712525,884878,965818.5,1527981.32,Wed,0,2,4
킹 아서: 제왕의 검,2017-05-17,383668,588,414433,588,europe,12,SF/Fantasy/Adventure,850,0,1115,265,워너브러더스 코리아(주),가이 리치,"찰리 허냄,주드 로,에릭 바나,에이단 길렌,디몬 하운수,아스트리드 베흐제-프리스베,애나벨 월리스,케이티 맥그라스",7348478.5,9956176,242382.5,261368.5,898054.19231,1389867.7308,Wed,1,2,4
캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,1865118,1357,2686504,1357,northA,12,Action/Criminal,12286,0,12939,653,월트디즈니컴퍼니코리아 유한책임회사,"요아킴 뢰닝,에스펜 샌버그","조니 뎁,카야 스코델라리오,올랜도 블룸,하비에르 바르뎀,브렌튼 스웨이츠,제프리 러쉬,데이빗 웬햄,골시프테 파라하니,스티븐 그레이엄,케빈 맥널리,폴 매카트니,마틴 클레바,로드니 아피프",6399975.6667,9385685.6667,3730236,5373008,1423002.25,1895495,Wed,1,2,5
노무현입니다,2017-05-25,873954,775,1405550,775,korea,12,etc,41777,0,45099,3322,"CGV아트하우스,영화사 풀",이창재,노무현,873954,1405550,873954,1405550,1295605.6667,2011674.2667,Thu,0,2,5
대립군,2017-05-31,746790,809,803963,809,korea,15,Drama,2348,0,2929,581,이십세기폭스코리아(주),정윤철,"이정재,여진구,김무열,이솜,박원상,배수빈,김명곤,박해준",7498686.4167,10217103.167,746790,803963,904472.46429,1334770.9286,Wed,0,3,5
원더 우먼,2017-05-31,1587728,1034,1908897,1034,northA,12,Action/Criminal,2785,0,3222,437,워너브러더스 코리아(주),팻티 젠킨스,"갤 가돗,로빈 라이트,크리스 파인,데이빗 듈리스,코니 닐슨,엘레나 아나야",7554473,9113487,1587728,1908897,898054.19231,1389867.7308,Wed,0,3,5
베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,83760,198,103689,198,others,All,Animation,897,0,1053,156,씨제이이앤엠(주),야마구치 켄타로,"김현지,한신,김보영,이호산,김영은",418800,518445,83760,103689,965818.5,1527981.32,Thu,0,3,5
미이라,2017-06-06,2580169,1257,3295597,1257,northA,15,Action/Criminal,5734,0,6513,779,유니버설픽쳐스인터내셔널 코리아(유),알렉스 커츠먼,"톰 크루즈,소피아 부텔라,애나벨 월리스,러셀 크로우,하비에르 보텟,제이크 존슨,코트니 B. 반스,딜란 스미스",13742901.833,18321244.333,2580169,3295597,708672.65854,965092.63415,Tue,0,3,5
악녀,2017-06-08,676877,685,1014907,685,korea,19,Action/Criminal,2657,0,3562,905,(주)넥스트엔터테인먼트월드(NEW),정병길,"김옥빈,신하균,성준,김서형,조은지,이승주,정해균,박철민,손민지,민예지,김연우,주문수",3673514.8333,5301872,676877,1014907,856399.86207,1282562.7931,Thu,0,2,4
하루,2017-06-15,762651,781,1069338,781,korea,15,Thiller/War,1946,0,2233,287,CGV아트하우스,조선호,"김명민,변요한,유재명,조은형,신혜선",3878097.6667,5813597.6667,762651,1069338,421651.66667,606124.26667,Thu,0,2,4
트랜스포머: 최후의 기사,2017-06-21,2015437,1739,2479956,1739,northA,12,Action/Criminal,15543,0,16721,1178,롯데쇼핑㈜롯데엔터테인먼트,마이클 베이,"마크 월버그,안소니 홉킨스,로라 하드독,조쉬 더하멜",5242480.5,6430719,1070861.5,1311234.5,761607.21053,990233.84211,Wed,1,2,4
리얼,2017-06-28,426567,970,453687,970,korea,19,Action/Criminal,16593,0,25803,9210,씨제이이앤엠(주),이사랑,"김수현,성동일,이성민,최진리,조우진,이경영,김홍파,정인겸,최권,한지은",8016397.6,11401344.7,426567,453687,965818.5,1527981.32,Wed,0,2,4
박열,2017-06-28,1457645,1176,1931049,1176,korea,12,Drama,6353,0,7265,912,메가박스(주)플러스엠,이준익,"이제훈,최희서,김인우,권율,민진웅",5757465.3333,7716692,1363526.3333,2498335.3333,693225.23077,986813.84615,Wed,0,2,4
옥자,2017-06-29,162216,111,233927,111,northA,12,SF/Fantasy/Adventure,9261,0,12426,3165,(주)넥스트엔터테인먼트월드(NEW),봉준호,"틸다 스윈튼,제이크 질렌할,폴 다노,안서현,변희봉,스티븐 연,릴리 콜린스,셜리 헨더슨,다니엘 헨셜,데본 보스틱,최우식,지안카를로 에스포지토,켈리 맥도날드,윤제문",3299016.5,4834217.25,162216,233927,856399.86207,1282562.7931,Thu,0,2,4
스파이더맨: 홈 커밍,2017-07-05,4301549,1965,6138254,1965,northA,12,Action/Criminal,14322,0,15235,913,소니픽쳐스엔터테인먼트코리아주식회History장배급지점,존 와츠,"로버트 다우니 주니어,마이클 키튼,마리사 토메이,존 파브로,마틴 스타,로건 마샬-그린,가르셀라 보베,스탠 리,보킴 우드바인,케네스 최,토니 레볼로리,타인 달리,톰 홀랜드",19024302.333,27925368.25,4301549,6138254,1679564.6667,2330482.3333,Wed,1,2,4
